"url","sci_name","common_name","habitat","venom_stat","threat_to_humans","human_uses1","human_uses2","IUCN_red_list_status","physical_characters","model_predictions"
"https://www.fishbase.se/summary/Baldwinella-vivanus.html","Baldwinella vivanus (Jordan & Swain, 1885)","Red barbier","Marine;  benthopelagic; depth range 45 - 610 m. Tropical; 44°N -   34°S, 98°W -   34°W","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 7251)",NA
"https://www.fishbase.se/summary/Anthias-nicholsi.html","Anthias nicholsi Firth, 1933","Yellowfin bass","Marine;  benthopelagic; depth range 0 - 430 m (Ref. 71989). Subtropical; 38°N -   8°N","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 20 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 23.7 - 28.1, mean 27 °C (based on 471 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5039   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
										
					
					Trophic level  (Ref. 69278):  3.6   ±0.5 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (15 of 100).					
								
				
								
				
									
				
					
											
				
			
		 

		
		
			
						
			
			
							
			
			
						
						Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Pronotogrammus-martinicensis.html","Pronotogrammus martinicensis (Guichenot, 1868)","Roughtongue bass","Marine;  demersal; depth range 65 - 230 m (Ref. 34841). Tropical; 32°N -   36°S","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 23 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 7251); common length : 16.0 cm TL male/unsexed; (Ref. 5217); max. reported age: 15 years (Ref. 96848)","Preferred temperature (Ref. 123201): 17.3 - 25.8, mean 21.2 °C (based on 86 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
										
					
					Trophic level  (Ref. 69278):  3.5   ±0.5 se; based on size and trophs of closest relatives					

				
					
					
						 Generation time: 5.5 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (22 of 100).					
								
				
								
				
									
				
					
											
				
			
		 

		
		
			
						
			
			
							
			
			
						
						Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Pseudanthias-pascalus.html","Mirolabrichthys pascalus (Jordan & Tanaka, 1927)","Amethyst anthias","Marine;  reef-associated; depth range 0 - 70 m (Ref. 128797). Tropical; 32°N -   23°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 12 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 48635)","Preferred temperature (Ref. 123201): 25.4 - 28.8, mean 27.5 °C (based on 222 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
										
					
					Trophic level  (Ref. 69278):  3.3   ±0.0 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 68.9 [40.7, 128.0] mg/100g; Iron = 0.744 [0.412, 1.252] mg/100g; Protein = 18.1 [16.2, 19.7] %; Omega3 = 0.158 [0.101, 0.248] g/100g; Selenium = 28.4 [16.9, 54.3] μg/100g; VitaminA = 179 [62, 575] μg/100g; Zinc = 1.38 [0.94, 1.97] mg/100g (wet weight); 					
				
			
		 

		
		
			
						
			
			
							
			
			
						
						Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Pseudanthias-squamipinnis.html","Pseudanthias squamipinnis (Peters, 1855)","Sea goldie","Marine;  reef-associated; depth range 0 - 55 m (Ref. 26165), usually 5 - 35 m (Ref. 27115). Tropical; 22°C - 28°C (Ref. 27115); 35°N -   36°S, 24°E -   169°W","nonvenomous","Harmless","Fisheries: minor commercial; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 12 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 15.0 cm TL male/unsexed; (Ref. 9710); 7.0 cm TL (female)","Preferred temperature (Ref. 123201): 24.3 - 28.9, mean 27.6 °C (based on 1000 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
										
					
					Trophic level  (Ref. 69278):  3.4   ±0.45 se; based on food items.					

				
					
					
						 Generation time: 1.8 ( na - na) years. Estimated as median ln(3)/K based on 1 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (K=0.6).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (23 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Very high.
					
										
						
				

									
				
					
						Nutrients  (Ref. 124155):  Calcium = 83.1 [47.1, 158.8] mg/100g; Iron = 0.796 [0.436, 1.349] mg/100g; Protein = 18 [16, 20] %; Omega3 = 0.167 [0.104, 0.269] g/100g; Selenium = 26.4 [15.1, 50.7] μg/100g; VitaminA = 207 [72, 672] μg/100g; Zinc = 1.48 [0.99, 2.13] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Centropristis-striata.html","Centropristis striata (Linnaeus, 1758)","Black seabass","Marine;  reef-associated; oceanodromous (Ref. 51243); depth range 1 - ? m (Ref. 9988). Temperate; 45°N -   25°N","venomous","Venomous (Ref. 9988)","FAO - Aquaculture: production; Fisheries: landings; Publication: search  | FishSource | Sea Around Us","Fisheries: commercial; gamefish: yes; aquarium: public aquariums","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm19.1, range 11 - ? cm Max length : 66.0 cm TL male/unsexed; (Ref. 40637); common length : 30.0 cm TL male/unsexed; (Ref. 3708); max. published weight: 4.3 kg (Ref. 4699); max. reported age: 20 years (Ref. 34089)","Nutrients  (Ref. 124155):  Calcium = 10.3 [5.8, 21.8] mg/100g; Iron = 0.206 [0.105, 0.391] mg/100g; Protein = 18.8 [16.9, 20.6] %; Omega3 = 0.401 [0.220, 0.718] g/100g; Selenium = 9.98 [4.95, 22.14] μg/100g; VitaminA = 60 [17, 246] μg/100g; Zinc = 0.411 [0.270, 0.632] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Paralabrax-nebulifer.html","Paralabrax nebulifer (Girard, 1854)","Barred sand bass","Marine;  reef-associated; depth range 1 - 183 m (Ref. 2850), usually ? - 30 m (Ref. 9324). Subtropical; 37°N -   16°N, 123°W -   99°W","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","Gamefish: yes","Least Concern (LC) ; Date assessed: 01 May 2008","Maturity: Lm ?  range ? - ? cm Max length : 67.0 cm TL male/unsexed; (Ref. 40637); max. published weight: 6.0 kg (Ref. 40637); max. reported age: 31 years (Ref. 56049)","Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Serranus-baldwini.html","Serranus baldwini (Evermann & Marsh, 1899)","Lantern bass","Marine;  reef-associated; depth range 1 - 80 m (Ref. 9710). Tropical; 33°N -   36°S, 99°W -   28°W","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 23 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 12.0 cm TL male/unsexed; (Ref. 5217)","Preferred temperature (Ref. 123201): 22.4 - 28, mean 26.9 °C (based on 330 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01096 (0.00514 - 0.02340), b=3.05 (2.88 - 3.22), in cm total length, based on LWR estimates for this Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.1   ±0.70 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 91.6 [47.8, 182.2] mg/100g; Iron = 0.741 [0.377, 1.306] mg/100g; Protein = 18.5 [16.6, 20.2] %; Omega3 = 0.202 [0.122, 0.334] g/100g; Selenium = 28.4 [14.9, 55.0] μg/100g; VitaminA = 151 [47, 528] μg/100g; Zinc = 1.45 [0.96, 2.14] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Serranus-tigrinus.html","Serranus tigrinus (Bloch, 1790)","Harlequin bass","Marine;  reef-associated; depth range 0 - 40 m (Ref. 9710). Tropical; 33°N -   7°N, 96°W -   58°W","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 04 February 2009","Maturity: Lm ?  range ? - ? cm Max length : 29.0 cm FL male/unsexed; (Ref. 6937)","Preferred temperature (Ref. 123201): 25.3 - 28.1, mean 27.1 °C (based on 138 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01023 (0.00614 - 0.01704), b=3.04 (2.90 - 3.18), in cm total length, based on LWR estimates for this species & Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.37 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (22 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 50.5 [31.2, 89.5] mg/100g; Iron = 0.572 [0.316, 0.948] mg/100g; Protein = 18.4 [16.6, 20.0] %; Omega3 = 0.148 [0.100, 0.221] g/100g; Selenium = 28.3 [18.0, 49.0] μg/100g; VitaminA = 112 [41, 346] μg/100g; Zinc = 1.29 [0.90, 1.80] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Hypoplectrus-puella.html","Hypoplectrus puella (Cuvier, 1828)","Barred hamlet","Marine;  reef-associated; depth range 3 - 23 m (Ref. 9710), usually 3 - 17 m (Ref. 9761). Tropical","nonvenomous","Reports of ciguatera poisoning (Ref. 30303)","Aquarium: commercial","Threat to humans  
				
				
					  Reports of ciguatera poisoning (Ref. 30303)","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 15.2 cm TL male/unsexed; (Ref. 13442)","Preferred temperature (Ref. 123201): 25.3 - 28.2, mean 27.4 °C (based on 640 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01778 (0.00680 - 0.04650), b=3.03 (2.80 - 3.26), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.4 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 77.5 [43.0, 153.4] mg/100g; Iron = 0.65 [0.35, 1.22] mg/100g; Protein = 18 [16, 20] %; Omega3 = 0.126 [0.074, 0.208] g/100g; Selenium = 24 [13, 49] μg/100g; VitaminA = 91 [24, 390] μg/100g; Zinc = 1.29 [0.82, 1.97] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Diplectrum-formosum.html","Diplectrum formosum (Linnaeus, 1766)","Sand perch","Marine;  reef-associated; depth range 1 - 80 m (Ref. 5217). Subtropical; 42°N -   35°S, 98°W -   28°W","nonvenomous","Harmless (Ref. 57406)","Fisheries: commercial; gamefish: yes","Threat to humans  
				
				
					  Harmless (Ref. 57406)","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm12.9  range ? - ? cm Max length : 30.0 cm TL male/unsexed; (Ref. 7251); common length : 16.0 cm TL male/unsexed; (Ref. 5217)","Preferred temperature (Ref. 123201): 21.9 - 28, mean 25.2 °C (based on 542 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5002   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00912 (0.00746 - 0.01115), b=3.10 (3.06 - 3.14), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.5   ±0.0 se; based on diet studies.					

				
					
					
						 Generation time: 3.8 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (K=0.29-1.5; tm=1.01).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (15 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  Moderate vulnerability (36 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Very high."
"https://www.fishbase.se/summary/Diplectrum-bivittatum.html","Diplectrum bivittatum (Valenciennes, 1828)","Dwarf sand perch","Marine;  reef-associated; depth range ? - 100 m (Ref. 5217). Tropical; 33°N -   2°S, 98°W -   34°W","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 7251); common length : 12.0 cm TL male/unsexed; (Ref. 5217)","Preferred temperature (Ref. 123201): 23.1 - 28, mean 26.1 °C (based on 350 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5002   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00955 (0.00579 - 0.01576), b=3.16 (3.02 - 3.30), in cm total length, based on LWR estimates for this species & Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (15 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 52.7 [30.3, 100.2] mg/100g; Iron = 0.576 [0.309, 0.964] mg/100g; Protein = 18.5 [16.7, 20.2] %; Omega3 = 0.178 [0.116, 0.273] g/100g; Selenium = 32.5 [19.0, 56.3] μg/100g; VitaminA = 121 [43, 385] μg/100g; Zinc = 1.17 [0.81, 1.65] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Serranus-notospilus.html","Serranus notospilus Longley, 1935","Saddle bass","Marine;  reef-associated; depth range 7 - 230 m (Ref. 123686), usually 75 - 175 m (Ref. 6710). Subtropical","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","","Least Concern (LC) ; Date assessed: 23 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 10.0 cm TL male/unsexed; (Ref. 7251)","Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Serranus-phoebe.html","Serranus phoebe Poey, 1851","Tattler","Marine;  reef-associated; depth range 27 - 400 m (Ref. 47377), usually 27 - 180 m (Ref. 9710). Subtropical; 33°N -   34°S, 98°W -   34°W","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 23 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 5217); common length : 15.0 cm TL male/unsexed; (Ref. 5217)","Preferred temperature (Ref. 123201): 18 - 27.5, mean 24.7 °C (based on 218 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01096 (0.00514 - 0.02340), b=3.05 (2.88 - 3.22), in cm total length, based on LWR estimates for this Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.50 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 36.7 [18.7, 91.8] mg/100g; Iron = 0.631 [0.319, 1.174] mg/100g; Protein = 18.9 [17.1, 20.6] %; Omega3 = 0.308 [0.168, 0.535] g/100g; Selenium = 20.2 [9.3, 40.3] μg/100g; VitaminA = 70.4 [21.7, 271.4] μg/100g; Zinc = 0.884 [0.561, 1.400] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Liopropoma-mowbrayi.html","Liopropoma mowbrayi Woods & Kanazawa, 1951","Cave bass","Marine;  reef-associated; depth range 30 - 60 m (Ref. 7251). Deep-water; 32°N -","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 9.0 cm TL male/unsexed; (Ref. 7251)","Preferred temperature (Ref. 123201): 20.9 - 27.5, mean 25.9 °C (based on 31 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01122 (0.00514 - 0.02450), b=3.04 (2.87 - 3.21), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.6   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 30.3 [11.9, 80.6] mg/100g; Iron = 0.362 [0.152, 0.889] mg/100g; Protein = 18.1 [16.0, 19.9] %; Omega3 = 0.284 [0.128, 0.608] g/100g; Selenium = 5.84 [1.91, 16.32] μg/100g; VitaminA = 80.7 [12.2, 473.4] μg/100g; Zinc = 0.677 [0.388, 1.132] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Liopropoma-rubre.html","Liopropoma rubre Poey, 1861","Peppermint bass","Marine;  reef-associated; depth range 3 - 45 m (Ref. 9710). Tropical","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 21 August 2012","Maturity: Lm ?  range ? - ? cm Max length : 10.0 cm TL male/unsexed; (Ref. 26938)","Preferred temperature (Ref. 123201): 25.4 - 28, mean 27.2 °C (based on 200 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01122 (0.00514 - 0.02450), b=3.04 (2.87 - 3.21), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 110 [56, 217] mg/100g; Iron = 0.81 [0.41, 1.43] mg/100g; Protein = 18.4 [16.6, 20.2] %; Omega3 = 0.192 [0.114, 0.326] g/100g; Selenium = 25.8 [13.2, 50.5] μg/100g; VitaminA = 153 [49, 525] μg/100g; Zinc = 1.65 [1.08, 2.45] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Pseudogramma-polyacantha.html","Pseudogramma polyacantha (Bleeker, 1856)","Honeycomb podge","Marine;  reef-associated; depth range 1 - 65 m (Ref. 90102). Tropical; 32°N -   32°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 13 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 8.6 cm SL male/unsexed; (Ref. 1602)","Preferred temperature (Ref. 123201): 24.5 - 28.9, mean 27.5 °C (based on 746 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5001   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00427 (0.00166 - 0.01096), b=3.17 (2.94 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.5 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 122 [66, 266] mg/100g; Iron = 0.756 [0.375, 1.442] mg/100g; Protein = 17.9 [16.0, 19.6] %; Omega3 = 0.128 [0.069, 0.246] g/100g; Selenium = 29.2 [12.7, 65.5] μg/100g; VitaminA = 167 [47, 646] μg/100g; Zinc = 1.72 [1.05, 2.67] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Aporops-bilinearis.html","Aporops bilinearis Schultz, 1943","Blotched podge","Marine;  reef-associated; depth range 1 - 15 m (Ref. 27020). Tropical","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 10 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 9.9 cm SL male/unsexed; (Ref. 27020)","Preferred temperature (Ref. 123201): 24.5 - 29.3, mean 28.1 °C (based on 2338 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01148 (0.00451 - 0.02922), b=3.06 (2.84 - 3.28), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 110 [58, 223] mg/100g; Iron = 0.773 [0.388, 1.395] mg/100g; Protein = 18.4 [16.6, 20.2] %; Omega3 = 0.171 [0.101, 0.292] g/100g; Selenium = 19.5 [9.6, 39.0] μg/100g; VitaminA = 182 [56, 623] μg/100g; Zinc = 1.7 [1.1, 2.5] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Grammistes-sexlineatus.html","Grammistes sexlineatus (Thunberg, 1792)","Goldenstriped soapfish","Marine;  reef-associated; depth range 1 - 130 m (Ref. 37816), usually 1 - 20 m (Ref. 90102). Tropical; 32°N -   23°S","nonvenomous","Reports of ciguatera poisoning (Ref. 31637)","Fisheries: minor commercial; aquarium: commercial","Threat to humans  
				
				
					  Reports of ciguatera poisoning (Ref. 31637)","Least Concern (LC) ; Date assessed: 10 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 30.0 cm TL male/unsexed; (Ref. 9710)","Preferred temperature (Ref. 123201): 25.2 - 29, mean 27.9 °C (based on 1014 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01148 (0.00451 - 0.02922), b=3.06 (2.84 - 3.28), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.0   ±0.66 se; based on food items.					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (20 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Very high."
"https://www.fishbase.se/summary/Grammistops-ocellatus.html","Grammistops ocellatus Schultz, 1953","Ocellate soapfish","Marine;  reef-associated; depth range 8 - 30 m (Ref. 90102). Tropical; 30°N -   18°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 10 March 2015","Maturity: Lm ?  range ? - ? cm Max length : 13.2 cm TL male/unsexed; (Ref. 90102)","Preferred temperature (Ref. 123201): 26.4 - 28.9, mean 27.9 °C (based on 198 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00427 (0.00166 - 0.01096), b=3.17 (2.94 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.6 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
									
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 95.8 [53.5, 202.0] mg/100g; Iron = 0.676 [0.341, 1.254] mg/100g; Protein = 18 [16, 20] %; Omega3 = 0.111 [0.062, 0.204] g/100g; Selenium = 26.3 [12.2, 57.0] μg/100g; VitaminA = 145 [44, 526] μg/100g; Zinc = 1.53 [0.96, 2.31] mg/100g (wet weight);"
